Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Asia,º Asia,1961,EFConsTotGHA,50438083.2517962,391575774.024635,496405890.524621,94189198.3213809,409230327.823289,142933975.561655,1584773249.50738,,null
Asia,º Asia,1962,EFConsTotGHA,53884677.2842046,373946051.03336,517019590.787889,98128748.8369844,404238379.921744,141585335.243262,1588802783.10745,,null
Asia,º Asia,1963,EFConsTotGHA,54718751.3772637,402691562.009531,529775533.220227,100247862.346345,407099357.454203,145350131.994562,1639883198.40213,,null
Asia,º Asia,1964,EFConsTotGHA,58315338.4937984,427886675.608742,548717560.062897,92965320.9848213,420213751.599881,144128354.501844,1692227001.25198,,null
Asia,º Asia,1965,EFConsTotGHA,61966343.7020598,463975431.624003,564495382.22499,100374300.255905,425305546.741027,147233169.592213,1763350174.1402,,null
Asia,º Asia,1966,EFConsTotGHA,67077556.5526028,522805476.963731,594386435.643189,105680406.830397,432504171.334913,153152929.828778,1875606977.15361,,null
Asia,º Asia,1967,EFConsTotGHA,70472060.9398774,542704988.831314,618504617.522748,112341325.396288,443096999.840855,154071440.799184,1941191433.33027,,null
Asia,º Asia,1968,EFConsTotGHA,71957827.0942324,593075196.550581,622397669.956235,117832357.14811,449491418.538288,157915088.013662,2012669557.30111,,null
Asia,º Asia,1969,EFConsTotGHA,75682208.8150457,678102595.682672,642575745.950406,117000705.641133,451161540.531664,161130852.707466,2125653649.32838,,null
Asia,º Asia,1970,EFConsTotGHA,82158176.8627173,803771166.836974,690097721.678561,117413511.903694,457213936.540176,164930075.598709,2315584589.42083,,null
Asia,º Asia,1971,EFConsTotGHA,88353998.5637984,871451417.974736,722252554.055498,121754196.658642,469843658.54287,166241231.619663,2439897057.41521,,null
Asia,º Asia,1972,EFConsTotGHA,88818817.7618129,925939986.748088,707646705.560498,138442959.25115,484303178.138017,170898275.109069,2516049922.56864,,null
Asia,º Asia,1973,EFConsTotGHA,95553545.5149456,1022312996.95242,758732593.072876,146251937.01255,500808952.073334,170128871.691729,2693788896.31785,,null
Asia,º Asia,1974,EFConsTotGHA,97098597.7596354,1019550376.75437,749951100.199939,148223610.149675,503194757.073665,161505645.782163,2679524087.71945,,null
Asia,º Asia,1975,EFConsTotGHA,103251361.592853,1055577390.62443,787050576.638193,143777192.688634,498934179.573607,169607881.441989,2758198582.55971,,null
Asia,º Asia,1976,EFConsTotGHA,107335788.308799,1112504083.85164,800314430.120976,142942120.834438,521157727.972493,177331850.332614,2861586001.42096,,null
Asia,º Asia,1977,EFConsTotGHA,107586559.386029,1195812375.7032,805140038.773888,146197205.904147,524337077.038215,179595002.627498,2958668259.43297,,null
Asia,º Asia,1978,EFConsTotGHA,119962567.557228,1273813655.74166,873038525.281461,143006875.552103,531001090.04285,182386281.650272,3123208995.82558,,null
Asia,º Asia,1979,EFConsTotGHA,126371608.480196,1345239063.66718,898762504.741626,148244220.25913,542816477.629095,188947089.197897,3250380963.97513,,null
Asia,º Asia,1980,EFConsTotGHA,124166001.600538,1321018203.83359,898434455.450011,151497836.394953,545226447.271144,198325579.818544,3238668524.36878,,null
Asia,º Asia,1981,EFConsTotGHA,132221860.271639,1291168529.76956,941132360.217345,154067255.792213,537353478.306229,206079032.721522,3262022517.07851,,null
Asia,º Asia,1982,EFConsTotGHA,139254354.515577,1314642063.73867,983472066.950283,159468456.502688,544075816.402882,208782775.32823,3349695533.43833,,null
Asia,º Asia,1983,EFConsTotGHA,144950311.994197,1359877481.37608,1040175410.52867,161464397.423404,551700698.538613,213675521.984092,3471843821.84506,,null
Asia,º Asia,1984,EFConsTotGHA,151353195.609461,1461946528.98459,1089908367.4365,164891005.23375,560249738.194101,210892970.817104,3639241806.27551,,null
Asia,º Asia,1985,EFConsTotGHA,148553060.267546,1484278943.7555,1086970981.57146,167829861.493177,557007502.216201,214390938.110142,3659031287.41402,,null
Asia,º Asia,1986,EFConsTotGHA,153961929.327495,1558897981.66037,1113064358.95116,175789203.374529,565629846.9063,218690993.885501,3786034314.10536,,null
Asia,º Asia,1987,EFConsTotGHA,159239506.999163,1659279485.33608,1152713384.84531,186101348.782323,578398410.588436,225375363.260089,3961107499.81141,,null
Asia,º Asia,1988,EFConsTotGHA,158530091.842853,1788651865.59844,1163898107.95988,194625365.713886,580252786.231999,226301347.8239,4112259565.17096,,null
Asia,º Asia,1989,EFConsTotGHA,166283904.230338,1897785020.68934,1206966407.32898,199644208.237258,583516788.552359,224751617.248875,4278947946.28716,,null
Asia,º Asia,1990,EFConsTotGHA,179600850.499257,1989725596.51301,1272379961.33826,209737453.164693,585105547.295246,221640881.689096,4458190290.49957,,null
Asia,º Asia,1991,EFConsTotGHA,179698544.017994,2101837992.89277,1261033240.54325,221599006.712852,586783475.495552,231594826.254509,4582547085.91692,,null
Asia,º Asia,1992,EFConsTotGHA,191110250.636457,2372883784.95515,1335931805.28765,235499120.267055,602271956.882247,253049108.841616,4990746026.87017,,null
Asia,º Asia,1993,EFConsTotGHA,196855111.66437,2489520877.90691,1351824808.89124,238169443.798582,609757494.155116,258801537.049066,5144929273.46528,,null
Asia,º Asia,1994,EFConsTotGHA,204503538.585992,2604319899.01719,1382674815.96796,256589017.557651,609130038.918508,265060523.57275,5322277833.62004,,null
Asia,º Asia,1995,EFConsTotGHA,210190653.600209,2799099853.47179,1427286880.57348,269906390.576779,607019768.371885,265328339.936512,5578831886.53066,,null
Asia,º Asia,1996,EFConsTotGHA,222401046.128153,2858081861.07024,1485081185.59868,276992200.497456,619551034.919898,267783874.643858,5729891202.85828,,null
Asia,º Asia,1997,EFConsTotGHA,226276940.153195,2935978860.49478,1489226988.09364,276728054.514286,616274353.329893,262749708.883766,5807234905.46957,,null
Asia,º Asia,1998,EFConsTotGHA,236534771.725087,2884078823.66744,1544218630.76964,279770307.907389,588161890.904219,256890763.023657,5789655187.99743,,null
Asia,º Asia,1999,EFConsTotGHA,243113840.971298,2925490956.52883,1591202269.30636,288004181.491973,600214810.560825,262332421.262813,5910358480.1221,,null
Asia,º Asia,2000,EFConsTotGHA,242747366.473858,3060672888.19019,1580331895.53043,302688590.815783,598875026.758415,281773220.629207,6067088988.39788,,null
Asia,º Asia,2001,EFConsTotGHA,247233611.926516,3165269438.4305,1577491960.7197,298266885.35418,588590016.241751,276210980.780258,6153062893.4529,,null
Asia,º Asia,2002,EFConsTotGHA,253987255.146181,3346095116.86079,1580224368.89427,304471119.615708,610099513.272562,270157896.820803,6365035270.61031,,null
Asia,º Asia,2003,EFConsTotGHA,255008529.27072,3656121631.28911,1596320010.22691,306550796.760301,622837998.909616,268512948.57553,6705351915.03218,,null
Asia,º Asia,2004,EFConsTotGHA,269459955.268351,4025519432.25381,1677865553.07969,314536172.363161,633266596.326007,266109273.675511,7186756982.96653,,null
Asia,º Asia,2005,EFConsTotGHA,272523571.290761,4358293613.14679,1695444812.6452,315140761.714567,622462644.098261,265147184.639915,7529012587.53549,,null
