Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
North America,º North America,1961,Earths,0.011451958331125,1.59801511320745,0.308521383630575,0.047579217418363,0.391505308986779,0.202304462650794,2.5593774442251,,null
North America,º North America,1962,Earths,0.0117779434524738,1.67766795559242,0.330522476048557,0.0494469020466305,0.407160510196025,0.204956224107151,2.68153201144325,,null
North America,º North America,1963,Earths,0.0126301606909913,1.7971363369437,0.350224873448167,0.0501190465941956,0.40452735063293,0.205219580026139,2.81985734833613,,null
North America,º North America,1964,Earths,0.0120657740927969,1.89131457858851,0.295052442444936,0.0480328347989757,0.425044603656211,0.195701389808381,2.86721162338981,,null
North America,º North America,1965,Earths,0.0137453035960728,2.01598637110667,0.345678461113449,0.0488193958943842,0.439835071502032,0.198103998055674,3.06216860126828,,null
North America,º North America,1966,Earths,0.013818232331998,2.13929873573567,0.331710786631286,0.0502622891141944,0.454613195969865,0.202367217222998,3.19207045700601,,null
North America,º North America,1967,Earths,0.014824581866203,2.23692639856017,0.367062880455923,0.0479848962429102,0.44580522497242,0.198038469255757,3.31064245135339,,null
North America,º North America,1968,Earths,0.0151414998846717,2.3986925024578,0.403649888184486,0.0479386126220604,0.454907857132754,0.203377752699298,3.52370811298108,,null
North America,º North America,1969,Earths,0.0151734371803064,2.52526387377261,0.435736988817368,0.0481488681468203,0.466448944793191,0.197785335247377,3.68855744795767,,null
North America,º North America,1970,Earths,0.0145653196320642,2.68358377877746,0.368374146939295,0.0503482856475982,0.462643004445087,0.198789792380256,3.77830432782175,,null
North America,º North America,1971,Earths,0.0167935805090355,2.75894308780453,0.436544253773464,0.0483779079220001,0.480883116516553,0.192944343522926,3.9344862900485,,null
North America,º North America,1972,Earths,0.016717743351672,2.96961464294117,0.385780696450631,0.0483007081330132,0.486690617401609,0.200430183732918,4.10753459201102,,null
North America,º North America,1973,Earths,0.0178234120571775,3.10350970717778,0.36636518952431,0.0477870531684002,0.513511892940361,0.196427277682529,4.24542453255055,,null
North America,º North America,1974,Earths,0.0161952740964801,3.0297723883003,0.337679193309304,0.0466753575332719,0.504709589712373,0.19164294286459,4.12667474581631,,null
North America,º North America,1975,Earths,0.0189817630514497,2.89946429804579,0.405339913138069,0.0472343517873723,0.451138653605511,0.193884677850549,4.01604365747875,,null
North America,º North America,1976,Earths,0.0190803681279498,3.10956891500711,0.401542898102143,0.0523655314020556,0.509404055574191,0.201945543131717,4.29390731134516,,null
North America,º North America,1977,Earths,0.0206469514221879,3.25937330859391,0.427521261815449,0.0516488200133586,0.525261211176812,0.198527086730557,4.48297863975227,,null
North America,º North America,1978,Earths,0.0208136867075803,3.21297233177462,0.388898442131169,0.056333981432201,0.576437111011487,0.199963103358305,4.45541865641536,,null
North America,º North America,1979,Earths,0.0230246358614803,3.28258377384414,0.42432964139623,0.0628191849053705,0.590839724567805,0.200133084645697,4.58373004522072,,null
North America,º North America,1980,Earths,0.0213618639082276,3.0789697806478,0.328297121042678,0.0631146284984074,0.542826999982094,0.19657742577908,4.23114781985829,,null
