Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
South America,· South America,1961,Earths,0.0129681475251862,0.113583518503495,0.142791155751162,0.0281281882201867,0.143414552001189,0.383798112544095,0.824683674545315,,null
South America,· South America,1962,Earths,0.0131133337550125,0.122329583876498,0.13747722899931,0.0322973090939928,0.142940909804125,0.367423936690823,0.815582302219761,,null
South America,· South America,1963,Earths,0.0130103685244965,0.124224762158127,0.148880018905172,0.0329428282423218,0.138985541468273,0.352228399045094,0.810271918343484,,null
South America,· South America,1964,Earths,0.0130421729444607,0.121541860759987,0.148191173312722,0.0355040190610299,0.140596150912072,0.366262066048267,0.825137443038538,,null
South America,· South America,1965,Earths,0.0137627719261097,0.135912796963991,0.140682134799431,0.0316407452625424,0.141982514970756,0.379484534355196,0.843465498278026,,null
South America,· South America,1966,Earths,0.01363553126689,0.142323339006856,0.142492688179934,0.0358371727069345,0.139467845659589,0.380243386264521,0.853999963084722,,null
South America,· South America,1967,Earths,0.0144975418639617,0.147818512560117,0.163354521180583,0.0366702696676528,0.141022659318774,0.388210919579035,0.891574424170124,,null
South America,· South America,1968,Earths,0.0139831073745998,0.164989288718943,0.154972039625681,0.0346176048804019,0.146724839338005,0.388671677307609,0.90395855724524,,null
South America,· South America,1969,Earths,0.0144329378285658,0.181148353346831,0.156749623325979,0.0341403327390962,0.147853451467125,0.372672516484209,0.906997215191804,,null
South America,· South America,1970,Earths,0.0150534680320359,0.200973176991492,0.15724420058838,0.040157293453408,0.151477382833756,0.382175348499254,0.947080870398325,,null
South America,· South America,1971,Earths,0.0157616610356534,0.206806008386352,0.174969581764967,0.0400661022093938,0.15376218601132,0.400338377727431,0.991703917135116,,null
South America,· South America,1972,Earths,0.0154297596663068,0.220932269093505,0.1744403152129,0.0293736810533164,0.154298556839903,0.414415963474158,1.00889054534009,,null
South America,· South America,1973,Earths,0.0156279318664458,0.246132841458083,0.169424202628206,0.030241529804304,0.151004809650478,0.425859439147597,1.03829075455511,,null
South America,· South America,1974,Earths,0.016859992642482,0.271101064868316,0.189171177666469,0.0313029211002767,0.156800632706068,0.470741088494671,1.13597687747828,,null
South America,· South America,1975,Earths,0.0167678020095824,0.268854416250728,0.18498300207382,0.0253304760161532,0.163038129354985,0.47510219234339,1.13407601804866,,null
South America,· South America,1976,Earths,0.0174415801768916,0.283087136846543,0.183938078290072,0.0292203425401593,0.16808268394223,0.482477722157336,1.16424754395323,,null
South America,· South America,1977,Earths,0.0180570105533547,0.296452953194778,0.178575529104466,0.0326585528649646,0.172552548958541,0.494640085669104,1.19293668034521,,null
South America,· South America,1978,Earths,0.0182989402950836,0.304594635853126,0.19180158814905,0.0439286572514324,0.178169733795151,0.478295222259178,1.21508877760302,,null
South America,· South America,1979,Earths,0.018789434312273,0.319149501322983,0.19361105879063,0.0393117360844139,0.193905231046027,0.486622978441731,1.25138993999806,,null
South America,· South America,1980,Earths,0.0198448059154075,0.316142425495097,0.200270463144463,0.0352232537894242,0.201814769117905,0.516861323563413,1.29015704102571,,null
South America,· South America,1981,Earths,0.0205236901695014,0.288581932619,0.201428671699049,0.0364958736964462,0.199091361733968,0.502076377743484,1.24819790766145,,null
South America,· South America,1982,Earths,0.0215636937055759,0.276415056470137,0.221656664244896,0.0382014229405733,0.197562490821044,0.490520844517812,1.24592017270004,,null
South America,· South America,1983,Earths,0.021585851865784,0.255935574730398,0.188966436805343,0.0336816015649807,0.201317791551457,0.50309850675205,1.20458576327001,,null
South America,· South America,1984,Earths,0.0238654675805259,0.25137410226086,0.214368472986786,0.0388091398509509,0.200625522432142,0.495765487799527,1.22480819291079,,null
South America,· South America,1985,Earths,0.025801832084094,0.244777378020083,0.213089769378186,0.0378890915346821,0.202353373600938,0.486675879575234,1.21058732419322,,null
South America,· South America,1986,Earths,0.0251077888679783,0.27818983591314,0.233787882312305,0.0399346793034912,0.207065899983852,0.507313051294935,1.2913991376757,,null
South America,· South America,1987,Earths,0.0272734498837396,0.281651182974419,0.243104338509712,0.0424887981931067,0.211961459473912,0.503239990266554,1.30971921930145,,null
South America,· South America,1988,Earths,0.0287673684281797,0.285763305887923,0.244874113631596,0.0532436546575328,0.212357249478244,0.504287198700981,1.32929289078446,,null
South America,· South America,1989,Earths,0.0293882774807846,0.280740387298492,0.237133703799077,0.0534247263499952,0.219896463928821,0.518982604265728,1.3395661631229,,null
South America,· South America,1990,Earths,0.0281186480481418,0.275806496599281,0.211707089472614,0.0548911030579518,0.21213218360445,0.522861058364091,1.30551657914653,,null
South America,· South America,1991,Earths,0.0284103439352534,0.292652347457976,0.227461995986008,0.0557419355066258,0.219506996398031,0.534761444291468,1.35853506357536,,null
South America,· South America,1992,Earths,0.0291728778578666,0.30374110878488,0.233358937263542,0.0602494874393746,0.22460261605402,0.53042078062309,1.38154580802277,,null
South America,· South America,1993,Earths,0.0296795548446278,0.319808360275046,0.241695520091715,0.063163664627805,0.225676967969957,0.528818033070362,1.40884210087951,,null
South America,· South America,1994,Earths,0.0308560348042904,0.332175376435552,0.258413757808207,0.0697800077756159,0.226076497444313,0.526059559643689,1.44336123391167,,null
South America,· South America,1995,Earths,0.0315718406269386,0.369869908095933,0.26905598733033,0.0785672679169926,0.234372022196846,0.533726130443223,1.51716315661026,,null
South America,· South America,1996,Earths,0.0303439427283961,0.393578700083647,0.2618075666989,0.0806328766230635,0.227462149855742,0.522063136574376,1.51588837256412,,null
South America,· South America,1997,Earths,0.0326471287076174,0.402713881990123,0.258913326785276,0.0693906248869898,0.228397213656573,0.513315883529266,1.50537805955584,,null
South America,· South America,1998,Earths,0.034094293035847,0.404881850181931,0.265480909842464,0.0592608286571043,0.227079376049347,0.509384039804062,1.50018129757076,,null
South America,· South America,1999,Earths,0.0356903781771115,0.378178945112251,0.26626792622215,0.0580033494281592,0.242597895810978,0.503799174631714,1.48453766938236,,null
South America,· South America,2000,Earths,0.0372750383628953,0.396396713933406,0.284161829281927,0.0545243508088524,0.251155709138159,0.509841692824854,1.53335533435009,,null
South America,· South America,2001,Earths,0.0398890400202287,0.381525538168726,0.271610471838927,0.0597418958921733,0.228072389160213,0.507182476521836,1.4880218116021,,null
South America,· South America,2002,Earths,0.0419751076095495,0.362522321497596,0.289920956788303,0.0581961347990171,0.232939878272448,0.511750441315051,1.49730484028196,,null
South America,· South America,2003,Earths,0.045435773854041,0.363668139047772,0.311778126177401,0.0532815703926551,0.250604572867586,0.507919233386541,1.532687415726,,null
South America,· South America,2004,Earths,0.0447240115254865,0.383331311476554,0.290948658744191,0.0619844972481923,0.233160087800205,0.476795848350158,1.49094441514479,,null
South America,· South America,2005,Earths,0.044083933140775,0.391655795053106,0.276915948559004,0.0586380096812692,0.233198838884228,0.460759048845232,1.46525157416361,,null
South America,· South America,2006,Earths,0.0449766714051592,0.419588118976715,0.283019442602189,0.0614399209925076,0.233111695010351,0.458223915676552,1.50035976466347,,null
South America,· South America,2007,Earths,0.0473554543157881,0.456950583313135,0.314999482920257,0.0569129551008234,0.236220586323642,0.453328857695485,1.56576791966913,,null
South America,· South America,2008,Earths,0.049834788514074,0.509847528042318,0.351956058513957,0.0574033648316922,0.228708923643182,0.46384359870845,1.66159426225367,,null
South America,· South America,2009,Earths,0.0472323196610713,0.488133079757899,0.298359507677367,0.0529176569490736,0.220868402650579,0.476026696538166,1.58353766323416,,null
South America,· South America,2010,Earths,0.0505125992221287,0.561914809673575,0.348104555259986,0.0485243254730091,0.233041569309005,0.468420184972883,1.71051804391059,,null
South America,· South America,2011,Earths,0.0515445115153459,0.584995845091946,0.357572034513121,0.0538042186172163,0.251646732353854,0.467689159853558,1.76725250194504,,null
South America,· South America,2012,Earths,0.0509231794450105,0.606609880651946,0.333369850201655,0.0478156575054417,0.266222399318924,0.472079557106272,1.77702052422925,,null
South America,· South America,2013,Earths,0.0535266203891673,0.608178756487181,0.370951419907843,0.0518280114853605,0.252717514964349,0.448388249437437,1.78559057267134,,null
South America,· South America,2014,Earths,0.0532067264264796,0.607732719677195,0.390864833934241,0.0501872943257764,0.237426144445144,0.44997208515624,1.78938980396508,,null
