Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Europe,º Europe,1961,EFConsTotGHA,20761068.4589345,796197964.215198,287411367.307405,93558090.3082635,160481232.256294,138868083.086073,1497277805.63217,,null
Europe,º Europe,1962,EFConsTotGHA,22386621.3615759,854511921.407906,303923738.430779,94356432.2936087,164443222.072252,142486702.08188,1582108637.648,,null
Europe,º Europe,1963,EFConsTotGHA,22983525.8857251,914839938.447472,305311295.742303,97806441.7745602,159944260.350875,144974485.586415,1645859947.78735,,null
Europe,º Europe,1964,EFConsTotGHA,23560326.1728809,964246381.219528,301987737.179798,97380499.5064724,169179678.148991,145406076.462557,1701760698.69023,,null
Europe,º Europe,1965,EFConsTotGHA,24575260.0775487,1000589294.21986,315342948.297482,108933202.229668,171765662.16466,143150704.37596,1764357071.36518,,null
Europe,º Europe,1966,EFConsTotGHA,23984911.2169331,1021846810.69768,315167374.693283,116451628.207861,175182985.543194,143240804.069066,1795874514.42802,,null
Europe,º Europe,1967,EFConsTotGHA,28072382.35681,1049500826.61805,339810529.301939,125866843.661387,179189270.069858,143594607.091739,1866034459.09979,,null
Europe,º Europe,1968,EFConsTotGHA,27438743.0431783,1110668145.27744,333701100.427273,126977393.792662,185413070.185098,146698642.604455,1930897095.33011,,null
Europe,º Europe,1969,EFConsTotGHA,28128604.3404336,1209491891.27442,337256818.959388,125861781.615626,194200115.033867,153087471.510279,2048026682.73402,,null
Europe,º Europe,1970,EFConsTotGHA,27445358.1717542,1407759569.21025,341980551.362278,125751852.420978,207535167.37606,149063864.605791,2259536363.14711,,null
Europe,º Europe,1971,EFConsTotGHA,30755402.1076181,1430565808.03192,366018797.271882,122016106.810741,206102372.598095,144564728.831189,2300023215.65145,,null
Europe,º Europe,1972,EFConsTotGHA,31661931.5315508,1478739386.57567,374718181.392826,123891578.970535,201046466.504641,156034556.466671,2366092101.44189,,null
Europe,º Europe,1973,EFConsTotGHA,31593664.4607748,1572659448.90393,369575117.858577,119922922.296596,213227186.262178,141629493.354965,2448607833.13702,,null
Europe,º Europe,1974,EFConsTotGHA,32923826.9340785,1493691485.49913,372120508.356803,125337057.781726,215578726.892559,126307963.147808,2365959568.61211,,null
Europe,º Europe,1975,EFConsTotGHA,31151454.2124732,1425794979.38266,358567291.517905,114824282.079413,195917890.913324,132260299.271626,2258516197.3774,,null
Europe,º Europe,1976,EFConsTotGHA,29275450.8447869,1542275992.42355,364083658.734871,119703300.420179,205666723.987091,146398082.568701,2407403208.97918,,null
Europe,º Europe,1977,EFConsTotGHA,32128354.8999906,1520767365.21871,373083347.458026,106469946.789989,202796007.792595,140292886.271539,2375537908.43085,,null
Europe,º Europe,1978,EFConsTotGHA,33860036.8887537,1545338758.51096,400691169.644698,99669160.3360664,202453587.010587,144466604.134683,2426479316.52575,,null
Europe,º Europe,1979,EFConsTotGHA,34192514.1890102,1635417151.76174,390581147.195609,96948220.9443929,213670386.518005,144042098.744018,2514851519.35278,,null
Europe,º Europe,1980,EFConsTotGHA,35859213.6210513,1561563613.85706,404541159.024771,97289124.5383624,215786252.07564,137187666.953869,2452227030.07075,,null
Europe,º Europe,1981,EFConsTotGHA,35794319.8812149,1429270858.4928,381941511.447454,100722219.076021,209708061.97369,133574141.77477,2291011112.64595,,null
Europe,º Europe,1982,EFConsTotGHA,38880608.0556766,1379566825.98578,413994642.819661,100212907.959407,210976399.690944,130491728.050859,2274123112.56232,,null
Europe,º Europe,1983,EFConsTotGHA,36586182.6658553,1341600430.74032,390947097.976267,95759882.7316965,212785805.945303,129181685.426716,2206861085.48616,,null
Europe,º Europe,1984,EFConsTotGHA,43621394.2850138,1343242173.9476,434635801.91746,96990403.5846262,214229465.397197,130394948.928444,2263114188.06034,,null
Europe,º Europe,1985,EFConsTotGHA,42384245.454744,1385373898.68771,420002032.998338,98648601.7801656,211128872.474231,136614635.849392,2294152287.24458,,null
Europe,º Europe,1986,EFConsTotGHA,42324355.5632931,1439417929.22653,419865875.778738,97109219.0902256,221366697.345322,134505412.114729,2354589489.11884,,null
Europe,º Europe,1987,EFConsTotGHA,43100105.414137,1468829808.44705,436391138.663797,99333735.3814304,227950146.24289,135929690.171385,2411534624.32069,,null
Europe,º Europe,1988,EFConsTotGHA,43601337.7486526,1500091676.46321,438568149.485404,98451530.6546505,240456486.805487,134388737.10216,2455557918.25957,,null
Europe,º Europe,1989,EFConsTotGHA,45031657.9843282,1517371725.34287,435828808.977993,92686454.4593795,252974917.146682,136499564.785434,2480393128.69669,,null
